dr7id,m,logL_FUV,logL_FUV_err,logL_22,logL_22_err,logMstar,logMstar_err
587733398114402472,2,9.3,0.09,9.01,0.06,10.82,0.09
587733432460509503,5+,9.52,0.04,9.21,0.05,10.26,0.09
588017719577083971,2,9.12,0.05,8.73,0.06,10.02,0.09
588017979977891884,2,9.34,0.05,9.61,0.05,10.28,0.09
588017979450130715,5+,9.15,0.07,8.84,0.05,10.37,0.1
587736584428585177,2,9.52,0.04,9.16,0.05,10.13,0.09
587736584429043894,5+,9.74,0.03,9.15,0.05,10.29,0.1
587736584432910519,3,9.56,0.03,9.4,0.05,10.49,0.09
587736584436777018,5+,10.29,0.02,9.56,0.04,10.97,0.09
587736584964866174,2,9.34,0.02,8.95,0.05,10.99,0.08
587736584966504630,5+,9.91,0.02,9.05,0.07,10.2,0.08
587736584976662890,1,9.37,0.08,9.02,0.07,10.28,0.1
587736584978628900,5+,9.14,0.1,8.68,0.08,10.22,0.1
587736585513140555,3,9.5,0.12,8.77,0.12,10.2,0.19
587736585514647758,3,9.56,0.1,9.51,0.05,11.0,0.1
587736585518449050,2,9.05,0.12,9.31,0.05,10.69,0.1
587736586048569420,2,9.48,0.05,8.97,0.06,10.65,0.09
587736586574758004,2,9.95,0.02,9.79,0.05,10.78,0.1
587736586574758130,2,8.99,0.07,8.11,0.1,10.33,0.08
587736897964278022,2,9.49,0.09,8.72,0.1,10.06,0.11
587736897964278097,2,9.62,0.07,9.22,0.06,10.18,0.1
587736897964867747,4,9.86,0.05,9.01,0.08,10.36,0.13
587736899574890690,3,9.93,0.02,9.7,0.05,10.77,0.09
587736946813829521,4,9.34,0.07,9.08,0.06,10.23,0.09
588018090004250848,2,8.96,0.1,8.56,0.07,10.48,0.09
588018090007855251,2,9.53,0.09,9.56,0.05,11.15,0.09
588018090014278106,5+,9.79,0.07,9.2,0.06,10.93,0.11
588018090544988201,3,8.99,0.16,8.89,0.06,10.92,0.08
588018090545315929,2,9.67,0.02,9.1,0.07,10.4,0.1
588018090549903528,2,9.32,0.09,8.69,0.08,10.18,0.09
588018090550297015,2,9.28,0.06,10.07,0.05,10.84,0.09
588018090551411243,2,9.11,0.15,9.47,0.05,11.15,0.08
588018091079499855,3,9.84,0.06,9.26,0.06,10.86,0.1
588018091082056020,3,9.52,0.07,8.75,0.11,10.22,0.12
588018091085070442,3,9.54,0.08,8.82,0.08,10.12,0.11
588018091086643347,4,9.28,0.06,8.9,0.06,10.4,0.1
587736781457916109,5+,9.5,0.06,8.79,0.08,10.51,0.14
587736751934406935,2,9.35,0.14,9.4,0.06,10.25,0.08
587736782000750603,3,10.19,0.03,10.02,0.05,10.32,0.08
587736782001340710,2,9.76,0.02,9.02,0.05,10.26,0.1
587736619859706138,2,9.31,0.02,9.02,0.05,10.74,0.09
587736753005527191,2,9.86,0.03,9.67,0.05,10.85,0.09
587736753011229143,1,9.44,0.07,9.06,0.07,10.95,0.1
587736753545347280,2,9.2,0.02,8.87,0.12,10.16,0.09
587736753549017099,2,9.51,0.1,10.17,0.05,10.8,0.09
587735491359473744,2,9.15,0.12,9.06,0.07,11.21,0.06
587735491360653369,3,9.38,0.05,9.07,0.05,10.41,0.08
588018252686033082,3,9.77,0.04,9.16,0.06,10.37,0.09
588018253214646574,3,9.65,0.03,9.32,0.05,10.46,0.09
588018253751713803,4,9.88,0.03,9.68,0.05,10.98,0.09
588018253764034798,1,9.49,0.07,9.04,0.06,10.18,0.09
588018254292254772,2,9.53,0.08,9.11,0.06,10.61,0.11
588018254301954426,2,9.32,0.13,9.02,0.07,11.13,0.06
588018254828601479,2,9.44,0.05,9.28,0.05,10.23,0.08
587733397573927092,2,9.44,0.06,9.94,0.05,10.43,0.09
587732482764832786,2,9.68,0.06,9.68,0.05,10.57,0.09
587732483301507234,3,9.23,0.05,9.0,0.05,10.21,0.09
587736782536835245,1,10.06,0.04,10.23,0.05,10.25,0.07
587736782538539023,2,9.7,0.06,8.95,0.07,10.53,0.14
587736783070625932,3,9.71,0.03,8.99,0.05,10.51,0.12
587736783071019156,2,9.91,0.02,9.53,0.05,10.74,0.1
587736783071281360,5+,9.72,0.04,8.86,0.07,10.21,0.12
587736783072461044,2,9.22,0.06,8.94,0.07,10.94,0.08
587736783074492717,2,9.11,0.18,8.99,0.07,11.08,0.07
587736783074754723,3,9.47,0.07,9.37,0.05,10.69,0.09
587736783076261924,1,9.32,0.1,9.21,0.06,10.71,0.08
587736802933735473,2,9.39,0.08,9.37,0.05,11.16,0.09
587736804545593484,2,9.82,0.05,9.4,0.06,10.55,0.09
587736479201427538,3,9.43,0.07,9.4,0.04,10.58,0.09
587736807761838190,3,8.97,0.07,8.67,0.06,10.29,0.1
587736807763148957,2,9.35,0.11,9.19,0.06,10.93,0.09
587736807770751115,2,9.45,0.06,8.87,0.08,10.03,0.1
587736807771996244,2,9.75,0.09,9.44,0.05,11.09,0.09
587736808298840234,2,8.93,0.11,8.57,0.06,10.23,0.1
587736812861718748,4,9.47,0.21,9.22,0.05,10.87,0.1
588017704028406071,1,9.2,0.13,9.0,0.07,10.61,0.08
587736812596560052,4,9.59,0.1,9.51,0.04,10.78,0.08
587736812597018871,1,9.54,0.05,9.24,0.05,10.3,0.09
587736813131857963,2,9.36,0.04,9.8,0.05,10.92,0.1
587736813134348446,1,9.63,0.04,9.52,0.05,11.03,0.11
587736899038675063,5+,9.6,0.04,9.32,0.05,10.8,0.09
587736899572072831,2,9.36,0.11,8.48,0.11,10.47,0.11
587736479203131439,2,9.07,0.06,8.56,0.06,10.9,0.09
587736914605375720,3,9.56,0.05,9.07,0.05,10.33,0.1
587736914606031100,4,9.01,0.13,8.52,0.12,10.13,0.1
587736914607538365,3,9.61,0.07,9.8,0.05,10.52,0.09
588017704562000079,3,9.43,0.19,8.85,0.07,10.76,0.09
587736915137986721,5+,9.23,0.05,9.06,0.05,10.04,0.09
587736915139100798,2,9.24,0.11,8.64,0.08,10.46,0.1
587736915140346025,2,8.88,0.15,8.35,0.07,10.68,0.07
587736915144343673,2,9.01,0.17,9.35,0.05,10.75,0.1
587736915148996717,3,9.83,0.04,9.04,0.06,10.05,0.1
587736915677937981,2,8.98,0.19,8.6,0.11,10.21,0.09
587736915680559134,5+,9.54,0.05,9.28,0.05,10.17,0.1
587736915680952589,3,9.09,0.18,9.2,0.06,10.08,0.09
587736915681345753,3,9.01,0.21,8.74,0.08,10.27,0.09
587736916216250546,5+,9.5,0.03,9.62,0.05,10.37,0.09
587736916220182731,2,9.26,0.09,8.87,0.09,10.34,0.09
587736916223459671,3,9.59,0.05,9.06,0.06,10.89,0.09
587736916223590750,2,9.51,0.06,8.86,0.09,10.32,0.11
587736916750499857,2,9.74,0.04,10.05,0.05,10.23,0.17
587736916753907830,2,9.2,0.11,9.35,0.05,10.15,0.09
587736916757053656,5+,9.78,0.09,9.02,0.07,11.4,0.05
587742627452813370,2,9.61,0.04,9.82,0.05,11.11,0.09
587742627453599887,3,9.52,0.02,9.21,0.05,10.32,0.09
587736586051715361,2,9.25,0.09,9.71,0.05,10.68,0.09
587736586052698482,2,9.44,0.04,9.13,0.06,10.19,0.1
587736919432953916,2,9.57,0.07,8.96,0.07,10.23,0.09
587736919434264849,5+,9.51,0.06,9.12,0.06,10.43,0.09
587736919434789398,3,9.43,0.1,8.76,0.1,11.14,0.07
587736919435116713,4,9.44,0.09,8.54,0.09,10.32,0.13
587736919971791278,2,9.8,0.04,9.05,0.07,10.33,0.1
587736919973429698,2,9.27,0.12,9.04,0.06,10.74,0.08
587736920506761280,2,9.85,0.04,9.57,0.05,10.23,0.09
587736920508399689,2,9.9,0.03,9.43,0.05,10.09,0.08
587735742623187367,2,9.15,0.1,9.42,0.05,10.15,0.09
587736940371247186,2,9.36,0.05,9.19,0.05,10.58,0.09
587736940373737567,5+,9.82,0.04,9.36,0.05,10.49,0.1
587736940910280806,2,9.52,0.02,9.02,0.05,10.25,0.09
587736940912640185,4,9.69,0.04,8.86,0.06,10.25,0.12
587736940913229899,5+,9.41,0.07,8.7,0.08,10.25,0.1
587736940914409584,5+,9.39,0.03,9.2,0.05,10.03,0.1
587736941992542597,5+,9.64,0.09,8.76,0.08,10.17,0.12
587736941993132315,3,9.27,0.02,9.36,0.05,10.45,0.09
588017978916667581,1,9.64,0.06,10.0,0.05,10.71,0.09
587736941995360621,3,9.57,0.06,8.83,0.07,10.31,0.13
587736941996736548,2,9.09,0.11,9.71,0.05,10.93,0.09
587736942519713952,2,9.31,0.04,8.95,0.06,10.34,0.09
587736942522401014,4,9.57,0.08,8.76,0.08,10.43,0.11
587736942529347601,2,9.77,0.11,9.72,0.05,11.15,0.09
587736942529872221,1,9.32,0.03,9.36,0.06,10.15,0.09
587736942532690039,4,9.65,0.04,9.45,0.05,10.53,0.09
587736586051059990,4,9.44,0.06,9.35,0.05,10.66,0.09
587736619864359283,3,9.2,0.08,9.32,0.05,10.11,0.08
587736945739956311,4,9.35,0.07,9.53,0.05,10.59,0.1
587736946276171915,4,9.93,0.05,9.39,0.05,10.68,0.09
587738952569258205,5+,9.55,0.02,8.5,0.11,10.4,0.13
587739408406609976,2,9.02,0.06,9.77,0.05,10.47,0.09
587739407878193472,2,9.19,0.2,9.38,0.06,10.68,0.09
587739385815761181,1,9.61,0.05,9.35,0.05,10.24,0.08
587736975272116261,5+,9.62,0.06,8.94,0.06,10.34,0.09
587736975278014934,4,9.76,0.08,9.32,0.06,10.46,0.09
587736975806038068,2,9.65,0.05,8.65,0.08,10.2,0.12
587736975808594199,2,9.45,0.07,8.43,0.11,10.18,0.12
587736976887644190,2,8.98,0.21,8.91,0.07,10.65,0.09
587739131880472623,2,8.89,0.17,8.88,0.05,10.36,0.08
587739131891089653,5+,9.3,0.06,8.78,0.06,10.81,0.07
587739131891351791,5+,9.41,0.06,8.41,0.09,10.28,0.1
587739132418588743,5+,9.42,0.04,8.54,0.06,10.15,0.11
587739132959457506,5+,9.42,0.04,8.66,0.06,10.02,0.1
588015507680919624,2,9.44,0.02,9.86,0.05,10.44,0.08
588015507682033821,2,9.37,0.02,9.18,0.05,10.53,0.11
588015508219166879,3,9.38,0.03,8.61,0.09,10.4,0.14
588015509292122250,4,9.76,0.02,9.42,0.06,10.85,0.11
588015509805793362,2,8.63,0.02,9.26,0.05,10.84,0.08
587730846352081482,3,9.77,0.05,9.24,0.06,11.04,0.1
587730846889673397,2,9.37,0.03,8.68,0.05,10.08,0.1
587730847963021429,2,9.66,0.03,9.5,0.06,11.25,0.1
587730847965839518,1,9.46,0.02,9.06,0.07,10.51,0.08
587730847966036157,2,9.08,0.04,9.15,0.07,11.42,0.05
587730848499237584,2,9.36,0.02,9.21,0.07,10.11,0.09
587731187274023020,2,9.24,0.02,8.98,0.05,10.24,0.09
587731187808272545,2,8.58,0.03,8.18,0.13,10.45,0.08
587731187810107413,2,9.25,0.03,8.92,0.06,10.46,0.09
587734304345882757,3,9.67,0.02,9.11,0.08,11.11,0.08
587734304345948330,3,9.62,0.02,9.19,0.06,10.49,0.1
587734304878035118,2,9.03,0.03,10.01,0.05,10.69,0.12
587737808496558283,2,9.01,0.16,9.05,0.06,10.58,0.08
587737808501145750,5+,9.65,0.02,8.9,0.05,10.64,0.11
587737808501473524,2,9.23,0.16,8.67,0.11,10.6,0.11
587737808502980794,5+,9.47,0.04,8.94,0.07,10.61,0.1
587737809030152231,2,9.56,0.05,9.44,0.05,11.18,0.11
587737809035067446,2,9.51,0.04,9.57,0.05,10.39,0.09
587737826216771681,4,9.19,0.15,8.57,0.04,11.03,0.07
587737809566499090,5+,9.6,0.04,9.08,0.07,10.64,0.1
587737809570889923,2,9.26,0.14,8.99,0.08,10.03,0.09
587737809571676323,3,9.45,0.05,9.17,0.06,10.36,0.11
587737826215198951,5+,9.54,0.03,8.55,0.06,10.56,0.09
587737810110578890,1,8.94,0.14,9.33,0.05,10.27,0.09
587737810112610366,2,9.06,0.07,9.51,0.05,10.39,0.08
587737810113069150,2,9.21,0.06,9.04,0.05,10.23,0.09
587737810115035317,2,9.29,0.11,8.51,0.09,10.4,0.11
587737810649481463,2,9.67,0.05,9.01,0.06,10.07,0.09
587731185654694175,5+,9.45,0.02,9.06,0.06,10.21,0.1
587731186187632690,5+,9.75,0.02,9.34,0.05,10.28,0.11
587731186191237243,2,9.63,0.02,9.9,0.05,10.44,0.08
587731186191237243,2,9.63,0.02,9.91,0.05,11.02,0.15
587731186191958026,4,9.96,0.02,9.53,0.05,10.65,0.1
587731173843141434,1,9.44,0.02,9.48,0.06,10.42,0.09
587731186724569464,5+,9.37,0.02,8.64,0.07,10.24,0.11
587731174379683924,4,9.27,0.02,8.93,0.06,10.81,0.09
587731174382568049,4,9.3,0.02,8.36,0.11,10.32,0.14
587731187266027868,2,8.97,0.02,9.01,0.08,10.59,0.08
587731187807813907,2,9.6,0.02,9.02,0.08,10.39,0.09
587737825142440094,3,9.71,0.03,9.18,0.05,10.61,0.1
587737825674330363,2,9.64,0.02,8.9,0.09,11.09,0.08
587737825674330422,2,9.48,0.03,8.84,0.1,10.04,0.13
587737825678983320,4,9.2,0.06,8.92,0.06,10.39,0.12
587737825680031884,2,9.16,0.14,9.18,0.06,10.4,0.1
587737826206548281,2,9.61,0.06,9.26,0.06,10.34,0.09
587737826215592167,4,9.34,0.04,8.9,0.05,10.56,0.1
587737826746302844,2,9.58,0.04,9.29,0.06,10.53,0.08
587737826752331784,3,9.88,0.05,9.41,0.06,10.39,0.09
587737826753249454,3,9.84,0.11,8.94,0.07,10.0,0.11
587737826756198431,2,9.52,0.08,9.69,0.04,11.37,0.09
587737827288613094,3,8.73,0.12,8.74,0.08,10.95,0.05
587737827288809665,3,9.35,0.06,8.77,0.09,10.35,0.1
587737934118453302,2,9.73,0.03,8.92,0.04,10.85,0.11
588015510346662008,2,9.31,0.02,8.83,0.09,10.25,0.1
588015507661520918,5+,9.69,0.02,9.31,0.06,10.95,0.1
588015507665453212,3,9.75,0.02,9.17,0.07,11.1,0.09
588015508209336325,1,8.86,0.03,9.24,0.05,10.11,0.08
588015508210253889,5+,9.31,0.02,8.62,0.05,10.86,0.08
588015508212547772,1,9.36,0.02,8.92,0.08,11.26,0.06
588015508213858423,5+,9.31,0.02,8.93,0.08,10.57,0.08
588015508213989555,5+,9.87,0.02,9.37,0.05,10.52,0.1
588015508214120485,2,9.25,0.02,9.45,0.04,10.97,0.09
588015508214186175,2,9.09,0.02,8.72,0.09,10.98,0.06
588015508214317170,3,9.48,0.02,8.79,0.08,10.56,0.1
588015508734214286,5+,9.75,0.02,8.81,0.12,11.0,0.05
588015508738146429,5+,9.63,0.02,8.94,0.09,10.25,0.12
588015508738998356,2,9.59,0.03,8.68,0.08,10.74,0.12
588015508741292125,2,10.08,0.02,9.23,0.06,10.63,0.1
588015508741619729,5+,9.92,0.02,9.13,0.05,10.42,0.12
588015508745617573,4,9.44,0.02,9.15,0.06,10.74,0.08
588015508747780123,3,9.75,0.02,10.03,0.05,10.26,0.11
588015508748501057,2,9.56,0.02,8.68,0.05,11.03,0.06
588015508751450171,5+,9.57,0.02,8.55,0.09,10.05,0.12
588015509265514561,2,8.93,0.02,10.09,0.05,10.32,0.08
588015509273575602,4,9.8,0.02,9.3,0.05,10.64,0.1
588015509279080453,3,9.29,0.02,9.13,0.05,10.18,0.08
588015509814378666,3,9.82,0.02,9.23,0.06,10.4,0.1
588015509822963728,2,9.51,0.02,9.08,0.05,10.17,0.08
588015510355574945,2,9.38,0.02,8.36,0.08,10.0,0.09
587737827280748888,2,9.5,0.06,9.03,0.07,10.34,0.1
587738065654710371,2,9.85,0.03,9.79,0.05,10.85,0.09
587738065657397323,4,9.34,0.09,8.9,0.09,10.59,0.1
587738065657987281,2,9.28,0.15,9.16,0.06,10.6,0.08
587738065658052826,2,9.07,0.18,8.69,0.1,10.36,0.1
587738065658511605,5+,9.0,0.09,8.33,0.09,10.59,0.09
587738066191712418,2,9.25,0.03,9.59,0.05,10.44,0.1
587738066193154355,1,9.44,0.07,9.03,0.09,10.08,0.09
587738066198855864,3,9.14,0.13,8.99,0.06,10.14,0.09
587738066727534662,5+,9.24,0.13,9.21,0.05,10.91,0.09
587738066739855527,3,9.38,0.02,8.9,0.07,10.34,0.1
587738067262046552,5+,9.02,0.05,8.62,0.06,10.7,0.1
587738067262374254,2,9.34,0.07,8.91,0.09,10.2,0.11
587738067266240729,2,9.29,0.09,8.87,0.07,10.77,0.09
587738067269976257,2,9.13,0.02,8.5,0.07,10.7,0.06
587738067802259774,3,9.5,0.04,8.71,0.05,10.44,0.12
587738067802521611,5+,9.04,0.04,8.5,0.06,10.4,0.09
587738067802587352,2,9.46,0.03,8.84,0.06,10.43,0.13
587738067804225641,2,9.07,0.21,8.57,0.09,10.85,0.07
587738067805405195,3,9.5,0.12,9.01,0.07,10.9,0.09
587738197191295161,2,9.34,0.06,8.62,0.09,10.55,0.1
587738067808485519,2,9.5,0.07,8.36,0.05,10.47,0.15
587738068350861554,4,9.67,0.02,9.65,0.05,10.47,0.09
587737827284615473,5+,9.25,0.05,8.66,0.06,10.02,0.12
587737810646401129,3,9.2,0.14,8.69,0.09,10.48,0.1
587737810646532305,5+,9.23,0.11,9.58,0.05,10.35,0.09
587738195039093093,5+,9.33,0.03,8.52,0.06,10.12,0.11
587738195043090493,4,9.27,0.04,9.48,0.05,10.31,0.1
587738195043287228,3,9.51,0.04,9.31,0.05,10.14,0.09
587738195046367385,2,9.01,0.11,8.68,0.06,10.24,0.09
587738195048398937,3,9.17,0.19,9.12,0.06,10.49,0.1
587738195576750256,3,9.33,0.05,9.21,0.05,10.46,0.09
587738196121551049,2,9.57,0.05,9.24,0.04,10.63,0.04
587738196653048158,2,9.33,0.1,8.69,0.08,10.89,0.07
587738196654358541,2,8.92,0.02,8.61,0.07,10.55,0.07
587738197185986908,2,9.39,0.09,8.97,0.08,10.37,0.09
587738197189001410,2,9.86,0.03,9.95,0.05,10.77,0.09
587738197189984580,3,9.65,0.06,8.87,0.06,10.05,0.11
587739153892442307,2,9.51,0.08,9.08,0.06,10.38,0.09
587739116319015004,4,9.31,0.03,8.68,0.06,10.18,0.09
588017978334970017,2,8.32,0.05,8.52,0.1,10.93,0.07
587738372205445609,2,9.3,0.02,9.09,0.07,11.24,0.05
588017978873741491,2,9.74,0.02,9.04,0.07,10.42,0.11
588016878285226540,2,9.62,0.04,9.11,0.08,10.05,0.09
588017979411202118,2,9.58,0.02,9.33,0.06,10.86,0.1
587738409253994578,1,8.95,0.05,8.94,0.09,11.21,0.06
587738409254125621,3,9.62,0.1,9.33,0.06,10.99,0.09
587738409791193145,2,9.17,0.09,9.74,0.05,11.04,0.08
587738410327670870,2,9.21,0.07,8.89,0.06,10.31,0.08
587738410864673031,5+,9.42,0.14,8.58,0.11,10.76,0.08
587738410864803884,4,9.32,0.04,8.84,0.05,10.59,0.11
587738411398004813,4,9.85,0.02,9.62,0.05,10.97,0.12
587738411401674888,4,9.53,0.09,8.57,0.1,10.69,0.12
587738409248424137,4,9.4,0.03,9.06,0.08,10.04,0.09
587738409258647615,2,9.04,0.16,8.88,0.09,11.07,0.07
587738409792045167,3,9.39,0.02,8.78,0.06,10.61,0.11
587738410868080788,5+,9.44,0.07,8.8,0.07,10.12,0.1
587742772941029489,3,9.17,0.13,8.99,0.09,10.26,0.09
587734949654167940,2,9.42,0.02,9.32,0.06,10.37,0.1
587738568171257883,2,9.61,0.06,9.41,0.05,10.23,0.09
587738568710357048,2,8.42,0.12,8.61,0.06,10.74,0.04
587738568711405757,1,8.92,0.14,7.98,0.08,10.31,0.09
587738569246965912,2,9.19,0.06,8.33,0.07,10.12,0.1
587738411409342491,4,9.74,0.05,9.55,0.05,10.6,0.09
587738411409342506,2,9.3,0.1,9.34,0.05,10.45,0.09
587738570318872748,3,9.41,0.1,9.44,0.06,11.03,0.08
587738570322608282,5+,9.64,0.07,9.29,0.05,10.47,0.09
587738570324246660,5+,9.48,0.06,9.82,0.05,10.61,0.09
587738411945885785,3,9.51,0.06,9.17,0.06,10.53,0.09
587738570850173033,5+,9.55,0.04,8.48,0.06,10.21,0.11
587738570851549375,2,9.05,0.02,8.67,0.08,10.5,0.1
587738570852401305,5+,9.81,0.02,9.19,0.06,10.41,0.09
587738572462162005,2,9.42,0.03,9.71,0.05,10.63,0.09
587738573534789798,3,9.95,0.04,9.71,0.05,10.61,0.09
587738573536166250,2,9.4,0.06,9.2,0.05,10.43,0.08
587738574604599403,5+,9.46,0.04,8.73,0.06,10.03,0.1
587738615417208885,5+,9.81,0.05,8.94,0.06,11.21,0.07
587738615419895863,3,9.31,0.02,9.2,0.06,10.04,0.09
587738615946346541,4,9.57,0.07,8.91,0.1,10.11,0.07
587738615954669609,2,9.53,0.03,9.52,0.05,10.25,0.09
587738615954735165,2,10.08,0.04,9.78,0.05,10.42,0.16
587738615955980336,2,9.37,0.08,9.37,0.05,11.1,0.09
587738615957094441,1,9.42,0.07,9.74,0.05,10.63,0.09
587738616488853688,2,9.7,0.05,9.71,0.05,10.15,0.09
587738616490623065,3,9.75,0.07,9.03,0.06,10.96,0.09
587738617022316609,3,9.46,0.05,8.93,0.06,10.27,0.09
587738617025265779,2,8.92,0.09,9.03,0.05,10.41,0.09
587738617554796702,4,8.91,0.05,8.21,0.08,10.33,0.07
587738617555517479,2,9.2,0.06,8.9,0.06,10.59,0.08
587738618095992896,2,9.23,0.07,8.55,0.12,10.92,0.04
587738618098614323,2,8.86,0.12,8.29,0.09,10.75,0.06
587738618098679878,2,9.56,0.04,9.36,0.05,10.3,0.08
587738618100777082,2,9.82,0.05,9.3,0.05,10.54,0.1
587738618101432345,3,9.46,0.04,9.67,0.05,10.16,0.13
587738946134343855,2,9.56,0.03,9.25,0.06,10.68,0.09
587738946136506430,5+,9.46,0.05,8.74,0.08,10.3,0.1
587738946138341408,1,9.98,0.03,9.06,0.06,11.03,0.08
587738946144370748,3,9.38,0.02,8.74,0.09,10.72,0.09
587738946145681510,5+,9.43,0.1,8.81,0.07,10.45,0.14
587738946146140229,5+,9.77,0.05,8.8,0.06,10.6,0.13
587738946663022827,3,9.33,0.02,9.01,0.06,10.45,0.08
587738946663219303,2,9.69,0.09,9.13,0.07,10.92,0.1
587738946671214601,2,9.75,0.03,9.17,0.07,10.09,0.11
587738946681110542,1,9.42,0.07,8.8,0.08,10.98,0.07
587738946681766125,2,9.22,0.07,8.55,0.09,10.52,0.11
587738946682486923,3,9.52,0.05,8.9,0.07,10.32,0.1
587738946684977310,4,9.24,0.02,8.41,0.07,10.12,0.1
587738947212345425,3,9.12,0.08,8.44,0.07,10.48,0.1
587738947218702381,2,9.39,0.04,8.85,0.05,10.36,0.1
587738947220078723,2,9.71,0.07,9.25,0.06,10.35,0.09
587738947736371457,5+,9.58,0.07,9.42,0.05,10.62,0.09
587738947746594911,3,9.62,0.05,9.21,0.06,10.5,0.1
587738947747840017,2,9.56,0.04,9.47,0.05,10.58,0.09
588017979420639324,3,9.57,0.05,8.94,0.08,10.55,0.11
587738947748364393,3,9.2,0.05,9.52,0.05,10.56,0.1
587738947756294272,1,9.32,0.09,9.18,0.07,10.32,0.1
587738947757015142,2,9.23,0.16,9.74,0.05,10.82,0.09
587738948281106638,2,9.42,0.04,8.58,0.1,10.41,0.1
587738948282417242,2,9.29,0.09,8.53,0.12,10.2,0.09
587738948293754953,1,9.15,0.04,9.78,0.05,10.26,0.14
587738950959366309,3,9.8,0.19,9.14,0.06,11.31,0.08
587738950960087156,2,9.47,0.05,10.36,0.05,10.96,0.09
587738951496433789,3,9.36,0.1,8.94,0.06,10.25,0.08
587738952029569092,2,9.3,0.07,8.67,0.07,10.5,0.09
587738952563163265,2,9.66,0.05,9.1,0.07,10.0,0.1
587738952566833224,5+,9.74,0.03,9.49,0.05,10.13,0.08
587738953098395726,2,9.06,0.04,8.21,0.08,10.29,0.11
587738953103179861,2,9.48,0.05,9.26,0.06,10.46,0.09
588017729768325259,2,9.55,0.07,8.99,0.07,10.07,0.09
588017730305327228,2,9.3,0.06,9.14,0.06,10.54,0.09
587726033870913752,2,8.85,0.08,8.09,0.09,10.13,0.1
587739096446074896,2,9.25,0.06,9.31,0.05,10.4,0.09
587739096447778933,2,9.14,0.06,9.73,0.05,10.49,0.09
587739096449351793,2,8.91,0.14,9.67,0.05,10.11,0.09
587739096455053442,5+,9.59,0.02,9.25,0.05,10.65,0.09
587739096983666852,2,8.9,0.08,8.36,0.08,10.01,0.1
587738616488787987,2,9.11,0.1,9.02,0.06,10.69,0.08
587739096984256662,5+,9.5,0.03,9.0,0.04,10.52,0.09
587739096988582046,2,9.54,0.07,9.27,0.06,10.01,0.1
587739096990482544,5+,9.44,0.05,8.81,0.06,10.14,0.09
587739096991334439,2,9.64,0.04,9.28,0.06,10.49,0.08
587739097520996446,2,9.38,0.06,8.7,0.07,10.05,0.1
587739097523486744,1,9.06,0.13,8.51,0.11,10.95,0.06
587739097524338696,2,9.64,0.05,9.68,0.05,10.41,0.09
587739098057539679,3,9.43,0.06,8.77,0.07,10.08,0.1
587739098060685429,2,9.06,0.18,8.76,0.09,10.36,0.1
587739098591592656,3,9.55,0.08,9.03,0.08,10.53,0.1
587739098594082827,3,9.22,0.07,9.53,0.05,10.85,0.1
587739098598867000,2,8.79,0.17,8.14,0.09,10.91,0.06
587739098599260271,5+,9.23,0.06,8.45,0.05,10.43,0.12
587739098603913349,2,9.27,0.02,9.38,0.05,10.07,0.09
587739099131281567,4,9.1,0.07,8.16,0.1,10.06,0.14
587739099140849825,2,8.64,0.05,8.77,0.12,10.09,0.08
587739377231921428,2,9.75,0.02,9.48,0.06,10.86,0.08
587739407833235752,3,9.76,0.02,9.21,0.07,10.9,0.1
587739377227465146,3,9.65,0.06,8.96,0.1,10.26,0.08
587739114165043451,2,9.63,0.07,9.35,0.05,10.76,0.08
587739114173366433,2,9.47,0.04,8.95,0.06,10.89,0.1
587739114697850929,2,9.13,0.04,8.93,0.06,10.69,0.08
587739115233869916,3,9.36,0.02,9.1,0.07,10.45,0.09
587739115242848276,2,9.13,0.04,8.31,0.07,10.31,0.09
587739115243241503,2,9.34,0.07,8.77,0.13,10.18,0.1
587739115244028047,3,9.15,0.05,9.1,0.06,10.41,0.08
587739115245469797,5+,9.29,0.03,8.81,0.05,10.81,0.1
587739115246714953,2,9.76,0.03,9.15,0.05,10.97,0.1
587739115246977194,2,9.03,0.09,8.69,0.14,10.65,0.07
587739115771461676,3,10.03,0.03,10.17,0.05,10.58,0.08
587739115781947490,2,9.49,0.02,9.29,0.05,10.05,0.1
587738947193536957,3,9.73,0.03,9.33,0.05,10.46,0.1
587738946129625192,2,8.94,0.07,9.16,0.04,11.27,0.08
587739096994480355,2,9.09,0.04,8.23,0.09,10.37,0.08
587739097530892444,2,9.6,0.13,8.71,0.08,10.14,0.11
587739098605224063,3,9.55,0.04,8.82,0.11,10.58,0.12
587739098605551798,2,9.68,0.05,9.1,0.07,10.11,0.1
587735241176580278,2,9.7,0.07,9.25,0.07,10.73,0.09
587739157653815317,5+,8.93,0.03,8.34,0.07,10.17,0.12
587739376706257042,3,9.48,0.02,9.35,0.06,10.65,0.08
588016891707195478,3,9.67,0.05,8.99,0.07,10.5,0.12
588017978342375543,2,9.29,0.07,9.18,0.06,10.62,0.08
587738617018122300,2,8.92,0.15,9.05,0.05,10.71,0.09
588016891170848771,2,9.25,0.04,8.72,0.06,10.71,0.09
587739407833038869,2,9.22,0.03,8.95,0.1,10.28,0.09
587739152815816962,2,9.43,0.03,9.97,0.05,10.44,0.09
587739156576338040,2,9.11,0.08,8.43,0.09,10.89,0.07
587739157112684555,2,8.93,0.13,9.79,0.05,10.7,0.09
587739157112946868,5+,9.19,0.03,8.95,0.05,10.78,0.11
