dr7id,m,logL_FUV,logL_FUV_err,logL_22,logL_22_err,logMstar,logMstar_err
587732482205220998,5+,9.69,0.07,9.19,0.06,10.66,0.1
587732482212954169,2,9.42,0.08,8.72,0.1,10.11,0.11
587732482747990212,2,9.65,0.03,9.1,0.05,10.17,0.1
587732482751791288,2,9.44,0.03,8.78,0.06,10.32,0.11
587732482752839832,2,9.17,0.06,9.65,0.05,10.61,0.08
587732482753036468,5+,9.43,0.03,8.5,0.09,10.22,0.11
587732482762998020,2,9.47,0.05,8.84,0.07,10.32,0.1
587732483272802372,2,9.3,0.06,8.84,0.06,10.3,0.08
587732483273392258,2,9.78,0.03,9.07,0.06,10.45,0.12
587732483278635061,2,9.73,0.03,8.81,0.05,10.25,0.08
587732483288465575,2,8.62,0.13,9.25,0.05,10.36,0.1
587732483288727580,2,9.23,0.04,9.11,0.06,10.43,0.08
587732483296329766,2,9.21,0.05,8.84,0.05,10.88,0.08
587732483300130856,1,9.57,0.04,9.19,0.05,10.25,0.09
587732483806003277,3,9.72,0.02,9.59,0.05,10.31,0.09
587732483813146687,2,9.5,0.05,8.92,0.05,10.23,0.12
587732483813277735,3,9.52,0.03,9.05,0.05,10.16,0.1
587732483826319450,5+,9.55,0.06,9.26,0.05,10.53,0.09
587732483826450549,1,8.88,0.15,9.93,0.05,10.18,0.1
587732483832742095,2,9.41,0.06,8.94,0.06,10.4,0.09
587732483837395058,3,9.54,0.04,9.03,0.05,10.15,0.1
587732484345233639,4,9.84,0.04,8.98,0.07,10.16,0.12
587732484347658376,2,9.21,0.1,9.36,0.05,10.54,0.09
587732484351655986,1,9.17,0.11,9.33,0.06,10.79,0.09
587732484352376963,2,9.54,0.05,9.17,0.06,10.27,0.09
587732484353753123,2,9.94,0.04,10.11,0.05,10.83,0.09
587732484353818728,5+,9.16,0.13,8.72,0.09,10.54,0.09
587732484356243580,2,9.63,0.05,9.42,0.05,10.68,0.09
587732484358078603,4,9.27,0.02,8.56,0.07,10.0,0.1
587732484358275159,2,9.01,0.07,9.23,0.05,10.31,0.08
587732484358471691,5+,9.5,0.03,9.01,0.05,10.54,0.09
587732484361355326,5+,9.24,0.12,8.62,0.1,10.39,0.1
587732484362666118,3,9.31,0.09,8.66,0.12,10.65,0.09
587732484363911180,2,9.39,0.02,9.04,0.05,10.92,0.12
588013381662408797,4,9.43,0.09,8.57,0.12,10.09,0.11
587732484897964124,2,9.49,0.06,9.07,0.06,10.09,0.09
587728881411424387,2,9.7,0.03,9.11,0.06,10.41,0.11
587732576697581681,3,9.21,0.02,8.74,0.11,10.1,0.08
587732577756971484,3,9.46,0.04,8.98,0.07,10.42,0.1
587732577774469219,1,9.16,0.08,8.68,0.06,10.45,0.12
587732577774534809,1,9.09,0.15,9.22,0.06,10.07,0.08
587732578307014836,3,9.27,0.02,8.81,0.06,10.07,0.09
587732578307211377,2,9.75,0.02,9.03,0.08,10.06,0.11
587732578308915401,2,9.07,0.03,8.66,0.09,10.47,0.1
587732578311667826,2,9.27,0.13,9.27,0.07,10.2,0.09
587732578836283462,3,9.03,0.02,8.72,0.07,10.72,0.08
587732580979114051,4,9.66,0.03,8.86,0.05,10.03,0.12
587732580982063269,3,9.65,0.02,9.23,0.05,10.69,0.09
587732581516574881,3,9.31,0.12,8.79,0.09,10.65,0.09
587732582052724906,3,9.44,0.09,8.71,0.08,10.45,0.1
587732582053576918,2,9.17,0.12,9.06,0.07,10.56,0.08
587732582588219581,4,9.48,0.09,8.61,0.11,10.05,0.11
587732582590054609,2,8.78,0.02,9.57,0.05,10.45,0.1
587732583128301795,2,9.51,0.02,8.86,0.09,10.01,0.09
587732583664975974,2,9.26,0.02,8.47,0.09,10.19,0.14
587732583666810972,3,9.5,0.08,9.03,0.06,10.83,0.11
587732589569441880,2,9.61,0.05,9.25,0.06,10.25,0.09
587732589569573053,2,8.99,0.15,8.65,0.09,10.01,0.09
587732590107754664,2,9.57,0.02,9.08,0.06,10.78,0.09
587732590640955530,5+,9.53,0.06,8.83,0.06,10.29,0.12
587732590642200617,3,9.74,0.05,9.2,0.06,10.54,0.09
587732590642200781,2,9.31,0.1,9.24,0.05,10.67,0.09
587732591714893937,2,9.06,0.13,9.17,0.05,10.4,0.09
587732592253141134,3,9.28,0.1,8.82,0.08,10.26,0.1
587728881411752060,3,9.42,0.04,9.51,0.05,10.68,0.09
587732701252878476,2,9.23,0.02,8.57,0.1,10.11,0.09
587732701255106628,1,9.43,0.02,8.82,0.06,10.01,0.12
587732701258842252,1,9.34,0.11,8.92,0.09,10.0,0.1
587732701790011534,2,9.37,0.02,9.62,0.05,10.33,0.09
587732701790011556,2,9.03,0.02,8.57,0.1,10.97,0.06
587732702320656395,2,9.46,0.02,8.68,0.07,10.56,0.11
587732702321311882,2,9.19,0.02,8.9,0.07,10.6,0.09
587732702325047331,2,9.56,0.07,9.09,0.06,10.55,0.08
587732702326685867,5+,9.61,0.02,8.69,0.06,10.78,0.1
587732702850908412,2,9.08,0.02,8.49,0.08,10.6,0.07
587732702852218939,2,9.42,0.02,9.12,0.07,10.23,0.09
587732702859165903,4,9.02,0.03,8.42,0.14,10.21,0.11
587732702867161137,5+,9.59,0.03,9.49,0.05,10.52,0.1
587732702868865044,2,9.63,0.09,10.17,0.05,10.81,0.1
587732702870044768,2,9.51,0.02,9.73,0.05,10.16,0.08
587732702870044789,2,9.68,0.02,9.46,0.05,10.96,0.11
587732702870241388,4,9.53,0.02,9.01,0.07,11.06,0.06
587732702872273008,2,9.3,0.07,8.99,0.05,10.28,0.08
587732703396102158,2,9.05,0.02,8.86,0.07,11.14,0.08
587732703406653556,3,9.54,0.02,9.24,0.06,10.55,0.09
587732703408881779,3,9.66,0.05,9.21,0.06,10.61,0.1
587732770501951656,3,9.68,0.02,8.97,0.1,10.33,0.1
587732769972879430,1,9.61,0.08,9.14,0.08,10.47,0.09
587732703940902980,2,9.21,0.02,9.87,0.05,10.47,0.1
587732703944114306,3,8.99,0.02,8.14,0.1,10.14,0.12
587732703945555982,2,9.22,0.07,9.49,0.05,10.17,0.08
587732703947325522,2,9.28,0.15,8.41,0.1,10.07,0.09
587732769977401411,4,9.41,0.04,8.55,0.06,10.38,0.14
587732769982054512,2,9.19,0.02,8.5,0.1,10.24,0.11
587732769984217249,5+,9.39,0.02,8.86,0.07,10.14,0.1
587732770506408052,2,9.31,0.02,8.71,0.11,10.78,0.09
587732770514206733,5+,9.52,0.03,8.82,0.05,10.25,0.12
587736541742235666,1,9.36,0.08,9.13,0.07,10.75,0.09
587732771051995334,3,9.53,0.05,9.69,0.05,10.72,0.09
587732771060056182,2,9.17,0.04,8.71,0.06,10.01,0.09
587732771060252812,3,9.68,0.04,9.22,0.07,10.46,0.1
587732771571302657,3,9.49,0.02,9.15,0.06,10.54,0.09
587732771853041822,2,9.56,0.1,8.77,0.06,10.23,0.12
587732771584868585,3,9.33,0.1,8.66,0.09,10.41,0.11
587732771585130621,5+,9.07,0.08,8.54,0.07,10.13,0.09
587732771598499954,4,9.56,0.05,9.69,0.05,10.76,0.09
587732772120166516,5+,9.42,0.05,8.91,0.06,10.3,0.09
587732772121149570,5+,9.7,0.02,8.97,0.06,10.06,0.12
587732772123312167,3,9.59,0.06,9.48,0.05,10.45,0.09
587732772654350423,2,9.44,0.05,9.16,0.06,10.48,0.09
587732772662804568,4,9.52,0.08,9.28,0.06,10.28,0.1
587732772667392090,1,9.23,0.14,9.34,0.07,10.37,0.09
588011123577061553,3,9.56,0.04,9.31,0.05,10.65,0.08
587729154672623693,2,9.63,0.08,8.71,0.09,10.17,0.1
587725818024362139,3,9.72,0.02,9.31,0.05,10.62,0.1
587729386616127586,5+,9.74,0.09,8.82,0.08,10.45,0.12
588009371764785238,2,9.5,0.1,8.97,0.07,10.92,0.09
588011122502598758,4,9.75,0.08,9.19,0.06,10.57,0.1
588297865801171004,2,8.96,0.17,8.86,0.07,11.08,0.06
588295840175292498,4,9.7,0.05,9.23,0.06,10.91,0.1
588295840175358036,3,9.35,0.05,9.08,0.07,10.33,0.09
588295840176996496,3,9.43,0.08,8.98,0.06,10.2,0.1
588295840707379338,2,9.12,0.11,9.1,0.06,10.76,0.08
588295840707838065,2,8.97,0.1,8.27,0.08,10.52,0.07
588295840710787165,2,9.26,0.04,8.91,0.06,10.63,0.1
588295841242480777,4,9.75,0.04,9.16,0.06,10.63,0.09
588295841780007086,3,9.7,0.05,9.5,0.05,10.62,0.09
588295841785315443,2,8.54,0.04,8.34,0.13,10.7,0.06
588295842316156991,2,9.49,0.07,8.86,0.08,10.95,0.07
588295842855125101,5+,9.78,0.03,8.99,0.05,10.3,0.13
588295842859188320,5+,9.24,0.02,8.78,0.05,10.81,0.11
588295842861482114,3,9.52,0.07,9.07,0.06,10.54,0.09
588295842861547581,2,9.17,0.14,8.62,0.11,10.94,0.07
587733079205019769,2,9.25,0.1,8.56,0.07,10.36,0.11
587733079205609512,2,9.56,0.04,9.63,0.05,10.31,0.08
587733079205806138,2,9.62,0.03,9.15,0.05,10.09,0.1
587733079731929233,2,9.74,0.05,9.32,0.05,10.34,0.09
587733079736254481,3,9.68,0.06,9.16,0.06,10.69,0.1
587733079738876036,2,9.02,0.09,9.06,0.07,10.41,0.09
587733080808489116,4,9.22,0.03,9.12,0.05,10.4,0.09
587733080808751190,2,9.7,0.06,9.13,0.07,10.64,0.12
587733080810717315,5+,9.57,0.04,8.75,0.09,10.5,0.12
587733081342083080,3,9.55,0.04,9.18,0.05,10.03,0.1
587733081342345307,2,8.91,0.11,9.6,0.05,10.15,0.09
587733081342476298,5+,9.84,0.04,9.54,0.05,10.98,0.09
587733081346998414,3,9.56,0.07,9.11,0.06,10.82,0.09
587733081347195018,3,10.16,0.02,9.25,0.07,10.2,0.09
587733081877839947,2,9.07,0.07,8.79,0.06,10.28,0.09
587733081884852493,2,8.67,0.18,8.96,0.11,10.14,0.09
587733081886490754,2,9.12,0.08,8.72,0.08,11.37,0.08
587733081887080574,2,9.17,0.08,9.74,0.05,10.23,0.1
587733195160027140,4,9.22,0.04,8.58,0.07,10.34,0.11
587733195160354886,2,9.51,0.05,9.53,0.05,10.73,0.09
587733397566390304,2,9.73,0.04,9.11,0.05,10.57,0.09
587733397567766672,1,9.64,0.04,9.02,0.06,10.19,0.1
587733398104899755,3,9.47,0.07,8.87,0.05,10.16,0.09
587733398110863579,3,9.66,0.03,9.44,0.05,10.43,0.1
587733398636855317,2,9.28,0.06,8.81,0.06,10.28,0.09
587733398637772919,2,9.52,0.09,8.85,0.08,10.68,0.14
587733398651470211,1,9.48,0.05,8.62,0.08,10.22,0.1
587733399178707074,3,9.39,0.1,8.68,0.1,10.01,0.11
587733399179362335,1,9.28,0.06,8.85,0.05,10.31,0.09
587733399180869822,2,9.31,0.05,8.24,0.09,10.02,0.1
587733399710466054,2,8.96,0.14,8.78,0.07,10.67,0.08
588018254833188888,3,8.9,0.12,8.99,0.05,10.59,0.09
587733410984755304,3,9.38,0.08,9.38,0.05,10.5,0.11
587733410985541736,3,9.52,0.05,9.23,0.06,10.23,0.08
587733411523199162,2,9.3,0.05,9.18,0.05,10.08,0.09
587733411524509829,2,9.41,0.06,8.49,0.08,10.17,0.11
587733411526672426,2,9.28,0.05,9.49,0.04,10.79,0.1
587733411530146044,2,9.35,0.04,8.72,0.06,10.32,0.1
587733412061380719,1,9.15,0.06,8.74,0.06,10.26,0.09
587733423332786290,2,9.51,0.02,8.91,0.09,10.47,0.1
587733424406986895,2,9.52,0.05,9.05,0.07,10.12,0.09
587733425480794188,3,9.48,0.06,9.36,0.05,10.46,0.09
587733429235024047,4,9.45,0.12,8.96,0.08,10.42,0.09
587733429772222616,3,9.65,0.03,8.98,0.05,10.56,0.12
588018253767639594,3,9.31,0.09,9.14,0.06,10.52,0.08
587733432997249108,5+,9.13,0.11,9.2,0.05,10.33,0.09
587733433534251428,2,9.09,0.13,8.97,0.06,10.41,0.1
587733399713611922,2,9.36,0.04,9.07,0.05,11.01,0.07
587733399183229147,1,9.42,0.04,9.48,0.05,10.55,0.09
587733399183884392,1,9.71,0.04,9.0,0.05,10.17,0.09
587733440510099528,2,10.03,0.02,9.56,0.05,10.15,0.08
587733440511148133,2,9.26,0.11,9.44,0.05,10.48,0.09
587733440515014895,5+,9.89,0.02,9.29,0.05,10.57,0.1
587733440515604574,3,9.38,0.05,9.32,0.05,10.84,0.1
587733440515604604,2,9.28,0.06,9.02,0.05,10.31,0.09
587733441047625773,1,9.51,0.11,8.75,0.06,11.09,0.07
587733441049657370,2,9.96,0.03,9.91,0.05,10.38,0.08
587733441051361601,2,9.2,0.06,9.4,0.05,10.3,0.09
587733441588625533,5+,9.07,0.02,8.53,0.08,10.72,0.09
587733441591771461,2,9.31,0.02,9.2,0.05,10.34,0.08
587733442122678436,2,9.24,0.1,8.81,0.06,10.67,0.08
587733442122940541,4,9.49,0.05,8.97,0.05,10.67,0.1
587733442123202714,1,9.52,0.04,8.94,0.06,10.29,0.12
587733442125693124,2,9.33,0.05,8.85,0.06,10.23,0.09
587733442655617197,2,8.97,0.17,8.59,0.07,10.24,0.13
587733442656010331,2,8.93,0.14,8.81,0.06,10.99,0.06
587733603186966748,2,9.86,0.03,9.26,0.05,10.19,0.1
587733603728752863,5+,9.77,0.04,9.16,0.05,10.81,0.11
587733603730522222,2,9.13,0.05,8.63,0.07,10.5,0.11
587733603732357268,2,9.76,0.04,9.36,0.05,10.03,0.09
587733604259856536,2,9.68,0.04,9.6,0.05,10.49,0.09
587733604266934289,5+,9.61,0.04,9.31,0.05,10.46,0.09
587733604267393244,5+,9.64,0.04,9.29,0.05,10.4,0.1
587733604267655271,4,9.85,0.02,9.68,0.05,10.96,0.1
587733604267655486,3,9.5,0.04,9.2,0.05,10.33,0.1
587733604268638461,5+,9.4,0.05,8.96,0.05,10.34,0.09
587733604800725258,3,9.37,0.09,8.37,0.1,10.29,0.11
587733604804198413,2,9.67,0.03,9.72,0.05,10.58,0.09
587733604804264166,2,9.24,0.02,8.92,0.06,10.08,0.11
587733605327634586,2,9.51,0.07,8.85,0.08,10.34,0.1
587733605331763420,3,9.1,0.13,9.44,0.05,10.38,0.08
587733605340676133,2,9.19,0.06,8.96,0.05,10.78,0.11
587733605341134926,5+,9.42,0.03,9.26,0.05,10.5,0.09
587733605341331572,2,9.2,0.02,8.8,0.06,10.61,0.08
587729652354777743,3,9.27,0.03,9.1,0.06,10.85,0.08
587733605867126814,2,9.25,0.02,9.51,0.05,10.53,0.09
587733605868175623,2,9.3,0.14,8.84,0.06,10.47,0.09
587729652349141047,2,9.46,0.07,9.19,0.05,11.29,0.07
587729652350845236,2,9.67,0.04,9.37,0.04,10.06,0.12
587733608014348465,5+,9.6,0.13,8.81,0.07,10.2,0.11
587733608014348555,2,9.61,0.03,9.41,0.04,11.23,0.07
587733608015921346,2,9.74,0.03,9.04,0.05,10.44,0.09
587733608551284984,5+,9.48,0.04,8.85,0.06,10.26,0.1
587733609085337761,5+,9.5,0.1,8.44,0.09,11.13,0.05
587733609089925437,4,9.29,0.05,8.84,0.06,10.39,0.1
587733609092939784,2,9.23,0.02,9.11,0.07,10.4,0.09
587733609093136687,2,9.39,0.04,9.11,0.05,10.76,0.1
588011101033595047,3,9.53,0.04,8.86,0.06,10.12,0.1
587725576426684611,3,9.31,0.02,8.8,0.05,10.35,0.1
588015507678888096,3,9.58,0.02,8.54,0.09,10.05,0.11
588015508216938661,4,9.67,0.02,8.91,0.06,10.83,0.11
588015508218052740,4,9.78,0.02,9.46,0.05,10.82,0.1
588015508753678429,2,9.51,0.02,9.13,0.05,11.12,0.09
588015509826568349,2,9.34,0.02,8.99,0.07,10.96,0.09
588015509826764959,4,9.36,0.02,8.88,0.06,10.57,0.1
587734622167957681,2,9.64,0.05,8.93,0.09,10.32,0.09
587734622704042238,2,9.08,0.03,9.44,0.05,10.65,0.09
587734623241109728,2,9.52,0.02,8.67,0.11,11.18,0.06
587734690890317917,3,9.36,0.02,8.9,0.06,10.18,0.09
587735044145807575,2,9.53,0.02,9.54,0.05,10.42,0.09
587734862146961426,5+,9.8,0.02,9.46,0.05,11.13,0.12
587734862680752338,2,9.39,0.02,9.14,0.06,10.6,0.09
587734891680301193,5+,9.13,0.06,8.78,0.07,10.25,0.08
587734892210814992,2,8.97,0.07,9.09,0.05,10.6,0.08
587734892754436183,2,9.35,0.04,8.55,0.08,10.01,0.11
587734893284556865,2,9.07,0.08,8.16,0.1,10.22,0.13
587734893290717281,2,9.76,0.06,9.31,0.06,11.13,0.09
587746211057959018,2,9.3,0.06,9.12,0.05,10.0,0.09
587734893820837994,5+,9.35,0.06,8.54,0.08,10.05,0.11
588297863115964527,1,9.37,0.03,8.89,0.06,10.34,0.09
588297863116554298,5+,9.41,0.03,9.41,0.05,10.35,0.09
588297863117340691,3,9.69,0.07,8.93,0.07,10.23,0.11
588297863638745328,2,8.99,0.03,9.82,0.05,10.4,0.09
588297863642677292,2,9.6,0.05,9.34,0.05,10.16,0.09
588297863646281923,2,9.27,0.09,9.13,0.06,10.74,0.09
588297863650607130,2,9.63,0.08,8.8,0.1,10.37,0.1
588297863653163151,2,8.86,0.06,8.45,0.06,10.06,0.11
588297863655522337,2,9.56,0.06,8.83,0.06,10.86,0.08
588297864185446481,3,9.13,0.06,8.98,0.05,10.56,0.09
588297864189575315,2,9.41,0.06,9.01,0.07,10.06,0.09
588297864192393347,2,9.28,0.12,9.0,0.09,10.07,0.09
588297864192524439,1,9.09,0.09,8.47,0.1,10.45,0.09
588297864713797635,2,9.5,0.03,8.65,0.06,10.7,0.12
588297864725135482,2,9.76,0.04,9.23,0.06,10.27,0.1
588297864728674347,1,9.7,0.03,9.56,0.05,11.0,0.1
588297864728936582,2,9.66,0.08,9.25,0.06,10.63,0.09
588297865265676375,5+,9.7,0.07,9.43,0.05,10.33,0.09
588297865267445884,3,9.61,0.05,9.25,0.06,10.73,0.1
587734948054630581,3,9.24,0.03,8.66,0.13,10.19,0.09
587734948058366112,4,9.83,0.05,9.16,0.06,10.49,0.12
587734948595236905,1,9.19,0.2,9.4,0.06,10.87,0.09
587734949129355424,3,9.11,0.05,8.58,0.08,10.19,0.1
588017703456997422,3,9.73,0.03,9.62,0.05,10.24,0.09
587734949669306534,2,9.28,0.02,8.46,0.09,10.21,0.1
587734949670355074,5+,9.44,0.08,9.21,0.06,10.7,0.08
587734950204997656,3,9.51,0.04,9.27,0.05,10.65,0.09
587734950205849745,5+,9.73,0.02,8.92,0.06,10.34,0.14
587734950206963722,2,9.35,0.02,9.03,0.05,10.78,0.1
588016879360475551,3,9.48,0.02,9.26,0.06,10.21,0.09
587735043082747985,3,9.31,0.03,8.8,0.05,10.06,0.1
587735043609985048,2,9.0,0.04,8.56,0.11,11.35,0.05
587735043613720731,3,9.69,0.02,9.17,0.07,10.61,0.09
587735043616342151,2,9.52,0.1,8.78,0.13,10.04,0.1
587735043617259581,5+,9.56,0.02,9.14,0.04,10.88,0.12
588016527707603094,2,9.04,0.19,9.04,0.07,10.57,0.09
588297863101612075,3,9.79,0.02,9.77,0.05,10.07,0.08
587734621630431417,2,8.93,0.03,8.95,0.06,10.54,0.08
588016893322395784,2,8.72,0.1,8.36,0.08,10.11,0.1
587725980153806945,2,9.62,0.05,8.82,0.07,10.36,0.13
587725980691267710,2,8.88,0.03,9.77,0.05,10.59,0.1
587725982301552777,2,9.22,0.11,9.38,0.05,10.14,0.09
587735240102117515,3,9.6,0.05,9.18,0.07,10.54,0.09
587735241174155464,1,9.72,0.02,8.85,0.12,10.61,0.12
587735241177956533,5+,9.15,0.05,8.49,0.06,10.22,0.11
587735242254975051,2,9.11,0.05,9.02,0.06,10.05,0.09
587732772106338575,4,9.66,0.02,9.02,0.08,10.22,0.1
587734691960389855,2,9.28,0.03,8.75,0.12,10.94,0.07
587735342655275021,3,9.37,0.04,8.75,0.06,10.21,0.09
588017703456407682,1,9.34,0.07,9.31,0.06,10.18,0.08
587735344256450603,2,9.27,0.02,8.67,0.08,10.92,0.07
587735344261759109,5+,9.78,0.04,9.05,0.07,10.4,0.11
587735344264904722,2,9.81,0.03,9.33,0.05,10.64,0.12
587734950200999953,1,9.45,0.07,9.29,0.06,10.87,0.1
587734950203293870,5+,9.67,0.08,9.17,0.07,11.02,0.09
588017705067610177,2,9.36,0.02,8.99,0.1,10.16,0.1
587735347489341493,2,9.04,0.09,9.15,0.06,10.9,0.08
587735347490455643,2,9.82,0.02,8.81,0.08,10.15,0.11
587735347503235082,5+,9.53,0.02,8.75,0.08,10.16,0.11
587735348011270221,1,9.07,0.03,10.13,0.05,10.88,0.09
587735348018544794,4,9.62,0.02,9.23,0.05,10.92,0.11
587735348025163822,3,9.16,0.1,9.59,0.05,11.05,0.09
587735348027326511,2,8.78,0.17,9.64,0.05,10.42,0.08
587735348027654160,2,9.4,0.13,9.33,0.07,10.65,0.09
587735348039450777,2,9.31,0.11,9.36,0.05,10.47,0.09
587735348562755758,2,9.22,0.11,9.35,0.05,10.37,0.1
587735349099954195,2,9.68,0.05,9.46,0.05,11.16,0.07
587735349101396076,2,9.57,0.02,8.85,0.14,10.16,0.1
587735349106639026,4,9.43,0.08,8.72,0.08,10.46,0.18
587738947193340347,3,9.47,0.06,8.94,0.07,10.9,0.09
588016839635501324,2,8.88,0.03,8.88,0.06,10.86,0.08
588016840175911049,2,9.27,0.04,8.96,0.07,10.15,0.09
588016840704000446,2,9.72,0.02,9.23,0.06,10.02,0.09
588016840704393474,3,9.37,0.08,9.0,0.08,10.97,0.07
587735043069379097,3,9.21,0.12,9.33,0.06,10.96,0.09
588016878285619714,4,9.63,0.02,8.82,0.09,10.14,0.13
588016878294204426,2,9.22,0.02,9.2,0.06,10.6,0.09
588016879367487551,2,9.23,0.03,8.72,0.13,10.86,0.07
588016879900950628,5+,9.38,0.02,8.95,0.09,10.17,0.09
588016879902589161,3,9.38,0.02,9.29,0.06,10.78,0.09
588016890635354246,2,9.44,0.04,9.0,0.07,10.38,0.09
588016890636009555,2,9.57,0.04,9.42,0.06,10.2,0.09
588016890638434482,3,9.45,0.07,9.81,0.05,10.81,0.09
588016890638696597,4,9.77,0.03,9.03,0.06,10.38,0.1
588016891169144954,4,9.78,0.04,9.22,0.06,10.76,0.09
588016891173273711,3,9.32,0.08,8.87,0.07,10.91,0.08
588016891173339140,5+,9.34,0.05,8.78,0.06,10.49,0.11
588016891177009326,2,9.52,0.1,8.99,0.09,10.35,0.08
588016891708309582,2,9.48,0.02,9.11,0.06,10.26,0.09
588016891708309622,2,9.33,0.02,9.97,0.05,10.87,0.09
588016891710799912,3,9.64,0.04,9.65,0.05,10.49,0.08
588016891710799974,2,9.45,0.07,8.76,0.08,10.16,0.1
588016892248785008,2,9.21,0.12,9.07,0.07,10.28,0.08
588016892783165549,2,9.73,0.04,9.61,0.05,10.62,0.08
588016892784672868,3,9.52,0.04,9.88,0.05,10.61,0.09
588016892785917978,2,9.39,0.02,9.27,0.07,10.3,0.09
587735428542627874,4,9.85,0.03,9.26,0.05,10.38,0.09
587735428543479865,2,9.49,0.03,9.13,0.05,10.26,0.11
587735429081137194,4,9.56,0.04,8.86,0.06,10.62,0.11
587735430690898059,1,9.71,0.02,9.47,0.05,10.27,0.1
587735430690963603,3,9.22,0.02,8.54,0.08,10.05,0.09
588295842861613131,2,9.48,0.06,8.96,0.06,10.6,0.11
587735694830600295,3,9.78,0.06,9.23,0.07,10.74,0.11
587735695367077905,3,9.65,0.04,9.14,0.07,10.09,0.09
587735695369044046,2,8.6,0.2,9.1,0.07,10.26,0.09
587731500800344166,4,9.65,0.03,9.28,0.06,10.32,0.09
587735697514758250,2,9.45,0.12,8.78,0.11,10.12,0.1
587735697516331091,3,9.55,0.07,9.39,0.06,11.46,0.06
587735697516789806,2,9.33,0.08,8.86,0.07,10.1,0.1
588017109678358672,2,8.89,0.17,8.69,0.15,10.62,0.07
588017109682421878,2,9.6,0.09,8.58,0.1,10.34,0.08
588017110216605790,2,8.79,0.05,8.64,0.05,10.55,0.08
588017110216671302,5+,9.8,0.02,9.64,0.05,10.85,0.1
588017110217261193,3,9.37,0.04,8.86,0.05,10.23,0.09
588017110220734583,2,9.28,0.07,9.03,0.06,10.23,0.09
588017110751051864,2,9.73,0.03,9.01,0.05,10.09,0.1
588017110754328619,5+,9.69,0.08,9.06,0.07,10.36,0.12
588017110756294739,3,9.54,0.14,8.87,0.09,10.32,0.11
588017110758522974,2,9.75,0.02,9.09,0.06,10.38,0.11
588017111290544176,2,9.61,0.04,9.6,0.05,10.22,0.09
588017111291658355,2,9.43,0.09,8.98,0.08,10.53,0.09
588017111294476342,1,9.24,0.09,9.2,0.06,10.69,0.09
588017111294804073,2,9.5,0.06,9.03,0.05,10.13,0.09
588017111295459420,4,9.55,0.02,9.23,0.06,10.0,0.1
588017111297556603,2,9.49,0.04,9.21,0.06,10.41,0.1
588017111298080856,2,9.41,0.03,8.78,0.06,10.01,0.11
588017111826104412,2,9.57,0.06,8.66,0.09,11.04,0.1
588017111826628697,4,9.89,0.04,9.28,0.05,10.97,0.1
588017111827152994,5+,9.64,0.06,9.06,0.08,10.2,0.09
588017111828922550,1,9.1,0.12,9.72,0.05,10.2,0.09
588017112362451013,2,9.42,0.09,9.46,0.05,10.54,0.09
588017112363499684,3,9.62,0.05,9.47,0.05,10.38,0.09
588017112363761774,3,9.46,0.11,9.17,0.07,10.69,0.08
588017112364286066,2,9.21,0.18,8.66,0.1,10.99,0.07
588017112371495071,2,9.1,0.02,9.19,0.05,11.04,0.1
588017110223487063,2,9.26,0.03,8.82,0.05,10.02,0.1
588017110226239620,2,9.9,0.03,9.62,0.05,10.68,0.1
588017115051524208,2,9.49,0.08,9.46,0.05,10.88,0.09
588017115051917324,2,9.89,0.02,10.12,0.05,10.22,0.07
588017115587870810,4,9.32,0.13,8.81,0.11,10.47,0.09
588017115590230192,2,9.79,0.03,9.28,0.05,10.76,0.12
588017111835344908,4,9.72,0.02,9.48,0.04,11.13,0.1
588017116131819549,2,9.39,0.05,9.18,0.05,10.84,0.09
587738948820336755,2,9.37,0.07,8.47,0.1,10.27,0.1
587738948822892575,5+,9.53,0.08,9.17,0.05,11.16,0.1
587738948823220291,5+,9.3,0.07,8.86,0.06,10.48,0.1
587735660479578244,3,10.01,0.03,9.56,0.05,10.29,0.09
588016839639171171,3,9.2,0.02,8.82,0.06,10.22,0.09
587735661010616434,2,9.08,0.02,9.26,0.05,10.25,0.08
587735661010813110,2,9.0,0.02,8.67,0.06,10.06,0.09
587735661012517041,2,9.57,0.06,8.72,0.09,10.21,0.1
587735661014745229,3,9.75,0.02,8.93,0.08,10.2,0.04
587735661015924822,2,9.9,0.03,9.53,0.05,10.36,0.09
587735661549256781,5+,9.69,0.05,9.51,0.05,10.86,0.08
587735661552599116,5+,9.5,0.05,9.49,0.05,10.89,0.09
587735662086717468,2,9.46,0.05,9.43,0.06,10.28,0.09
587735662087831685,2,9.51,0.03,9.0,0.05,10.21,0.09
587735662087831709,3,9.79,0.06,9.75,0.05,11.0,0.09
587735662618935508,5+,9.67,0.02,9.23,0.06,10.13,0.1
587735662625816604,2,9.72,0.05,9.76,0.05,10.47,0.08
587733399187030023,2,9.67,0.05,9.83,0.05,10.37,0.12
587733432998625558,3,9.67,0.05,9.14,0.06,10.53,0.1
587735665304404016,3,9.78,0.03,9.71,0.05,10.32,0.09
587735665312595979,2,9.65,0.04,9.52,0.05,10.62,0.09
587735665313579185,4,9.56,0.06,8.83,0.06,10.64,0.14
587735665313906710,2,9.49,0.04,9.88,0.05,10.65,0.09
587735665314562232,2,9.5,0.05,9.05,0.05,10.13,0.09
587735665318297782,2,9.19,0.11,8.82,0.08,10.85,0.07
587735665857921318,5+,9.79,0.02,9.06,0.07,10.95,0.09
